Time,Flux
-0.083021162570664844,1.0000286964531957
-0.082326404257577784,1.0000113835533577
-0.081631645944490711,0.99997795839047998
-0.080936887631403637,0.99998572762588867
-0.080242129318316563,0.99999052182141679
-0.079547371005229503,0.99996851903747241
-0.078852612692142443,0.99996724460035202
-0.078157854379055369,1.0000417117467715
-0.077463096065968295,0.99999507159280088
-0.076768337752881222,0.99999134227463093
-0.076073579439794162,0.99998612597751457
-0.075378821126707102,1.0000201395729322
-0.074684062813620028,0.99999804806550174
-0.073989304500532954,0.99998738540974419
-0.07329454618744588,0.99998284083425759
-0.07259978787435882,1.0000170195120885
-0.071905029561271774,0.99999413234644474
-0.071210271248184701,0.99997280821712309
-0.070515512935097613,0.99997124939091808
-0.069820754622010539,1.0000070830912031
-0.069125996308923493,0.99998505348677902
-0.068431237995836433,1.0000139562610126
-0.067736479682749359,1.00000870537971
-0.067041721369662285,1.0000002528913579
-0.066346963056575212,0.99997438953292506
-0.065652204743488152,1.0000122632222135
-0.064957446430401092,0.99996550043833354
-0.064262688117314018,0.99999745895823555
-0.063567929804226944,1.0000120545239919
-0.06287317149113987,1.0000168904028137
-0.06217841317805279,1.0000143063117892
-0.061483654864965737,0.99998215028889514
-0.060788896551878677,1.0000084425081719
-0.060094138238791603,1.0000114825484228
-0.059399379925704529,0.99996207112120639
-0.058704621612617455,1.000019023624541
-0.058009863299530395,1.0000205726792619
-0.057315104986443342,1.0000304035883789
-0.056620346673356262,1.0000134177569515
-0.055925588360269188,0.99997655495818916
-0.055230830047182114,1.0000005425877048
-0.054536071734095061,1.0000036282007347
-0.053841313421008001,0.99997393182070926
-0.053146555107920927,0.99999258380875877
-0.052451796794833853,1.0000022021801169
-0.051757038481746773,0.99999408445496896
-0.05106228016865972,0.9999884156253207
-0.050367521855572667,1.0000252570677566
-0.049672763542485586,1.0000241198819368
-0.048978005229398512,0.99999666035717472
-0.048283246916311438,0.99999403008887755
-0.047588488603224378,1.0000104029060286
-0.046893730290137325,1.0000063044032363
-0.046198971977050252,1.0000036213476422
-0.045504213663963178,0.99998660137613593
-0.044809455350876097,1.0000126115465819
-0.044114697037789044,1.0000077651097878
-0.043419938724701984,1.0000121312599963
-0.04272518041161491,1.0000005721183036
-0.042030422098527837,0.99992496763755823
-0.041335663785440763,1.0000039656150721
-0.040640905472353703,0.9999633970484304
-0.03994614715926665,0.99995188164435667
-0.039251388846179576,0.99992879244036703
-0.038556630533092495,0.99995881171395928
-0.037861872220005421,0.99997094894627414
-0.037167113906918368,0.99999638593812301
-0.036472355593831308,0.99994991615369699
-0.035777597280744235,0.9999584334431334
-0.035082838967657161,0.99997776672855221
-0.034388080654570087,0.99994655357854412
-0.033693322341483027,0.99990820061890873
-0.032998564028395974,0.99990039547286835
-0.032303805715308893,0.99991019024100369
-0.03160904740222182,0.99989684998844863
-0.030914289089134746,0.99993782084471883
-0.030219530776047668,0.99991306260745116
-0.029524772462960615,0.99990791189043948
-0.028830014149873559,0.99991529771413601
-0.028135255836786482,0.99989813851656828
-0.027440497523699408,0.99986710446445282
-0.026745739210612331,0.9998361234845341
-0.026050980897525274,0.99986172041349053
-0.025356222584438218,0.99987680044717919
-0.024661464271351144,0.99984924901229488
-0.02396670595826407,0.9998499776642098
-0.023271947645176993,0.99983566451467998
-0.022577189332089936,0.99982873499975145
-0.02188243101900288,0.99985389907731481
-0.021187672705915806,0.99983344120316431
-0.020492914392828729,0.99983758370554299
-0.019798156079741655,0.99985410347976644
-0.019103397766654599,0.99982819157358327
-0.018408639453567542,0.9998418688505526
-0.017713881140480468,0.99981286028337057
-0.017019122827393391,0.99981700566843801
-0.016324364514306317,0.99981358689463562
-0.015629606201219261,0.99980901420193147
-0.014934847888132204,0.99981443945061887
-0.014240089575045129,0.99982011590092812
-0.013545331261958053,0.99980185514053632
-0.012850572948870978,0.99978972112759168
-0.012155814635783921,0.99979884843694977
-0.011461056322696866,0.99981219131205668
-0.010766298009609791,0.9997960218138382
-0.010071539696522715,0.99979853556430964
-0.0093767813834356398,0.99981868595018153
-0.0086820230703485834,0.99983707463630156
-0.0079872647572615269,0.99980616079630324
-0.0072925064441744522,0.99981178438886897
-0.0065977481310873767,0.99980144001698423
-0.0059029898180003012,0.99981036482676588
-0.0052082315049132456,0.99978559161398572
-0.0045134731918261891,0.99980567746472471
-0.0038187148787391136,0.99980378666529157
-0.0031239565656520384,0.99980299324420807
-0.0024291982525649629,0.99978875412925916
-0.0017344399394778876,0.99982184074874414
