Time,Flux
-0.0010396816263908315,0.99982557058466803
-0.00034492331330377525,0.99978715949023877
0.00034983499978328094,0.9998186668832042
0.0010445933128703372,0.99980895600783293
0.0017393516259574125,0.9997894094122155
0.0024341099390444878,0.99980537828345006
0.003128868252131563,0.99979926187761303
0.0038236265652186385,0.99981427696354708
0.004518384878305714,0.99980372658357286
0.0052131431913927887,0.99978239910572486
0.0059079015044798643,0.99978766294978649
0.0066026598175669398,0.99980986522944304
0.0072974181306539772,0.99978288432601714
0.0079921764437410146,0.99982110141883795
0.0086869347568280901,0.99980502164804608
0.0093816930699151639,0.99978650036397843
0.010076451383002239,0.99977260110876198
0.010771209696089315,0.9997885748067632
0.011465968009176391,0.99979086457933786
0.012160726322263466,0.99980617156484097
0.012855484635350542,0.99977278344161458
0.013550242948437617,0.99980742273318912
0.014245001261524693,0.99980410040341716
0.014939759574611728,0.99977121470125441
0.015634517887698766,0.99982128275724069
0.016329276200785843,0.99980942302146991
0.017024034513872917,0.99981741935209201
0.017718792826959991,0.99981448632317282
0.018413551140047068,0.9997954136638284
0.019108309453134142,0.99985216897847295
0.019803067766221219,0.99983824652677689
0.020497826079308293,0.9998465465987868
0.02119258439239537,0.99979528579799792
0.021887342705482406,0.99983089717228668
0.022582101018569441,0.99980621599009667
0.023276859331656519,0.99984375704987039
0.023971617644743592,0.99987976105272014
0.02466637595783067,0.9998583221587537
0.025361134270917744,0.99984707868789635
0.026055892584004821,0.99988176488117297
0.026750650897091895,0.99985100114615011
0.027445409210178968,0.99987193320033896
0.028140167523266046,0.99990663645160738
0.028834925836353081,0.99987658333418461
0.02952968414944012,0.99991546563697509
0.030224442462527194,0.99990684701537225
0.030919200775614272,0.99990595159898998
0.031613959088701349,0.9999228790046768
0.032308717401788423,0.99994303760282888
0.033003475714875496,0.99990869702061935
0.03369823402796257,0.99998127910765211
0.034392992341049644,0.99992993477604519
0.035087750654136725,0.99990534151886534
0.035782508967223757,0.99994009304473652
0.036477267280310796,0.99993020114777198
0.03717202559339787,0.9999364659970289
0.037866783906484944,0.99995951962933227
0.038561542219572024,0.99995700925288178
0.039256300532659098,0.99996731229037528
0.039951058845746172,0.99995532821692257
0.040645817158833246,1.0000074642032675
0.041340575471920327,0.9999857379279129
0.0420353337850074,1.0000089461219905
0.042730092098094474,0.99998232200399717
0.043424850411181513,1.0000150523540605
0.044119608724268546,1.0000150001102861
0.044814367037355626,0.99997907312645806
0.0455091253504427,0.99996934974802887
0.046203883663529774,1.0000163817291514
0.046898641976616848,0.99998459278663765
0.047593400289703928,0.999985533469676
0.048288158602791002,0.9999547776313249
0.048982916915878076,1.0000054430480525
0.04967767522896515,1.0000178419797974
0.050372433542052189,0.99997819556818734
0.051067191855139228,1.000012190983012
0.051761950168226302,0.9999950809593362
0.052456708481313376,0.99998579419645672
0.05315146679440045,1.0000287488837101
0.053846225107487523,1.0000182089388543
0.054540983420574604,0.99999729270718962
0.055235741733661678,0.99996762654417282
0.055930500046748752,1.0000055742250697
0.056625258359835826,1.000016244806373
0.057320016672922865,0.99997499647475563
0.058014774986009904,0.99998515449511849
0.058709533299096978,0.99998762496168958
0.059404291612184051,1.0000160349308365
0.060099049925271125,1.000004209032143
0.060793808238358206,0.99997220306609258
0.06148856655144528,1.0000190428421625
0.062183324864532354,1.0000073094935467
0.062878083177619434,0.99998681983835935
0.063572841490706508,0.99995948051927719
0.06426759980379354,0.99999405125786645
0.064962358116880572,0.99998245746434022
0.06565711642996766,0.99996783377499232
0.066351874743054734,1.0000310563820138
0.067046633056141808,0.99999480833416698
0.067741391369228882,0.99997473858484864
0.068436149682315955,0.99995524601939023
0.069130907995403029,0.99996936465376363
0.069825666308490103,1.0000118657949248
0.070520424621577177,1.0000052610468222
0.071215182934664251,0.99998503784119097
0.071909941247751297,1.0000235717467316
0.072604699560838329,1.000015817203695
0.073299457873925403,1.0000055530572511
0.073994216187012476,1.0000060825252794
0.07468897450009955,1.0000344170030755
0.075383732813186638,1.000004248467572
0.076078491126273712,0.9999601977899657
0.076773249439360786,0.99998709244131534
0.077468007752447859,0.99998490096673565
0.078162766065534933,1.000022638546217
0.078857524378621965,1.000032958717799
0.079552282691709011,0.99997750383772077
0.080247041004796085,0.99998700400507412
0.080941799317883159,1.0000413072157437
0.081636557630970233,0.99999124013026264
0.082331315944057307,0.99998223241266615
0.08302607425714438,1.000002861098827
