Time,Flux,Quarter
57.687673703607288,1.00024,0.0
57.728542089644179,1.00009,0.0
57.748976432609197,1.00008,0.0
57.769410675449762,0.999722,0.0
57.789844818180427,0.999986,0.0
57.810279060911853,1.00001,0.0
57.83071340341121,0.999884,0.0
57.851147545901767,1.00007,0.0
57.871581788283947,0.999772,0.0
57.912450372925377,1.0003,0.0
57.932884515073965,1.00022,0.0
57.973753099133319,0.999886,0.0
57.994187240932661,0.999716,0.0
58.014621482732764,0.999816,0.0
58.035055624408415,0.999638,0.0
58.11679269043816,1.00024,0.0
58.137226931772602,1.00016,0.0
58.157661172983353,1.00006,0.0
58.178095314084203,0.999978,0.0
58.198529655070161,1.00008,0.0
58.218963896048081,1.00022,0.0
58.239398036799685,1.0,0.0
58.259832377552812,0.999972,0.0
58.280266618297901,1.00026,0.0
58.321134999336209,0.999882,0.0
58.341569339732814,1.00019,0.0
58.362003480135172,0.999847,0.0
58.382437720305461,0.999932,0.0
58.402872060469235,1.0,0.0
58.423306300523109,1.00014,0.0
58.443740440459806,1.00022,0.0
58.464174680389988,1.00005,0.0
58.484609020211792,1.0002,0.0
58.505043159915658,0.999852,0.0
58.525477399496594,1.00007,0.0
58.545911738969153,0.999952,0.0
58.566345878440188,1.00027,0.0
58.586780117788294,1.00012,0.0
58.60721435702726,1.00038,0.0
58.627648596266226,1.00031,0.0
58.648082935265847,0.999894,0.0
58.668517074271222,1.00018,0.0
58.688951413278119,0.999906,0.0
58.709385652044148,0.999549,0.0
58.729819790816691,1.00009,0.0
58.750254029357166,1.00018,0.0
58.770688368007541,1.00009,0.0
58.791122506430838,1.00006,0.0
58.811556744738482,1.00031,0.0
58.831991083039611,0.99988,0.0
58.852425221230078,1.00021,0.0
58.872859459421306,1.00011,0.0
58.893293697372428,1.00009,0.0
58.913727935330826,1.00026,0.0
58.934162173172808,1.00005,0.0
58.954596410891099,0.999893,0.0
58.995464886109403,1.00013,0.0
59.015899123594863,1.00013,0.0
59.036333260970423,1.00009,0.0
59.056767598347506,0.999887,0.0
59.07720183548372,0.999884,0.0
59.097635972626449,1.00013,0.0
59.118070309654286,1.00011,0.0
59.13850454655767,0.999876,0.0
59.158938783468329,1.00008,0.0
59.179372920145397,1.0002,0.0
59.199807256816712,1.0001,0.0
59.220241493378126,1.00002,0.0
59.240675629938778,1.00028,0.0
59.28154420258943,1.00011,0.0
59.301978338800836,0.999843,0.0
59.322412574889313,0.999921,0.0
59.342846910985827,1.00005,0.0
59.363281046847987,0.999916,0.0
59.383715282703633,0.999885,0.0
59.404149618450901,0.99973,0.0
59.424583854197408,0.9999,0.0
59.445017989703047,1.00002,0.0
59.465452225216723,1.00042,0.0
59.485886560614745,1.00008,0.0
59.506320695887553,1.00038,0.0
59.526754931168398,1.00007,0.0
59.547189066215651,0.999959,0.0
59.588057636188751,1.00008,0.0
59.608491871003935,0.999969,0.0
59.649360340394196,0.999992,0.0
59.669794574976549,0.999888,0.0
59.690228709441726,0.999907,0.0
59.71066304390115,1.00024,0.0
59.731097278134257,1.00009,0.0
59.771965746476781,1.00011,0.0
59.792399980477057,1.00009,0.0
59.812834114360157,1.0002,0.0
59.833268348236743,0.999751,0.0
59.853702681888535,1.00013,0.0
59.874136815531529,0.999934,0.0
59.915005382601521,1.00021,0.0
59.93543961589603,1.00016,0.0
59.976307982382423,1.00003,0.0
59.996742315444862,1.00008,0.0
60.017176548397401,0.999952,0.0
60.037610681349179,1.00013,0.0
60.058045014062373,0.999831,0.0
60.078479246782081,0.999716,0.0
60.098913379501028,1.00003,0.0
60.119347611980629,1.00018,0.0
60.139781944351853,0.999825,0.0
60.160216176722315,1.00002,0.0
60.180650308968325,1.00014,0.0
60.201084641106718,1.00011,0.0
60.221518873127934,0.999844,0.0
60.241953005141113,1.00003,0.0
60.262387236929499,1.00008,0.0
60.282821568718646,1.0003,0.0
60.303255700382579,1.00017,0.0
60.323689932054549,0.999893,0.0
60.364558394925552,0.999941,0.0
60.384992626131861,1.00008,0.0
60.405426857338171,0.999956,0.0
60.425861088537204,0.999668,0.0
60.446295319510682,0.999902,0.0
60.46672955048416,1.00017,0.0
60.487163881218294,0.999888,0.0
60.50759801195818,1.00012,0.0
60.528032242582412,1.00011,0.0
60.548466373205883,1.0,0.0
60.568900703590771,1.00024,0.0
60.65063762445061,0.999668,0.0
60.671071854369075,1.00008,0.0
60.691505984294054,1.00007,0.0
60.711940313987725,1.0,0.0
60.732374543673359,0.999978,0.0
60.752808673249092,0.999806,0.0
60.773242902825586,0.99978,0.0
60.793677232162736,0.999964,0.0
60.814111361505638,1.00002,0.0
60.834545590732887,0.999884,0.0
60.875414048830862,1.00021,0.0
60.895848277708865,1.00017,0.0
60.916282506470452,1.00004,0.0
60.936716735224763,1.00011,0.0
60.977585192391416,0.999981,0.0
60.998019520804519,1.00016,0.0
61.018453649099683,1.00004,0.0
61.038887877395609,1.00011,0.0
61.059322005567083,1.00001,0.0
61.079756333514524,1.00008,0.0
61.100190561570344,0.999892,0.0
61.120624789400608,0.999959,0.0
61.141059017114458,1.0001,0.0
61.18192747230205,1.00009,0.0
61.202361599782307,0.999897,0.0
61.222795927140396,1.00007,0.0
61.243230154388584,0.999945,0.0
61.263664281636011,1.00019,0.0
61.28409860865213,1.00002,0.0
61.324966962558392,1.00022,0.0
61.365835516000516,1.00001,0.0
61.386269742550212,0.999919,0.0
61.406703969099908,0.999755,0.0
61.427138195409498,0.999938,0.0
61.447572421726363,0.999668,0.0
61.468006647919537,0.99995,0.0
61.488440774002811,0.999978,0.0
61.508875099971192,1.00013,0.0
61.529309325938812,1.00004,0.0
61.549743451665563,0.999989,0.0
61.570177777401113,0.999914,0.0
61.590612003012211,1.00009,0.0
61.631480353898951,1.00006,0.0
61.65191467916884,0.999978,0.0
61.672348904430692,0.999937,0.0
61.692783029582642,0.999789,0.0
61.733651579415891,1.00012,0.0
61.754085704218596,0.999942,0.0
61.774519929022063,1.00007,0.0
61.815388378156058,1.00017,0.0
61.835822602486587,0.999998,0.0
61.876691051045782,0.999958,0.0
61.897125275150756,1.00028,0.0
61.917559499132039,1.00042,0.0
61.937993723120599,0.999971,0.0
61.958427946869051,1.00006,0.0
61.97886217062478,1.00036,0.0
61.999296294263331,1.00017,0.0
62.01973061778699,1.00003,0.0
62.040164841186197,1.00009,0.0
62.060598964475503,1.00012,0.0
62.081033287759055,0.999822,0.0
62.101467510816292,1.00013,0.0
62.121901733873528,1.00007,0.0
62.142335856813588,0.999942,0.0
62.16277017963148,0.999714,0.0
62.18320440233947,1.00006,0.0
62.203638524930284,1.00016,0.0
62.224072847398929,1.00003,0.0
62.244507069874089,1.00002,0.0
62.264941192115657,1.00013,0.0
62.28537541435071,1.00006,0.0
62.305809736477386,0.999973,0.0
62.326243858486123,1.00023,0.0
62.34667808037193,1.00032,0.0
62.387546523925266,1.00005,0.0
62.407980745461828,1.00015,0.0
62.428414967005665,1.00032,0.0
62.448849288426572,1.00038,0.0
62.469283409736818,1.00018,0.0
62.489717630931409,1.00032,0.0
62.510151952010347,1.00049,0.0
62.530586073080485,1.00004,0.0
62.551020293925831,0.999958,0.0
62.571454514771176,1.00035,0.0
62.591888735376415,1.00015,0.0
62.61232295598893,1.00011,0.0
62.653191396857437,1.00002,0.0
62.673625617120706,1.00008,0.0
62.694059837383975,1.00032,0.0
62.714494057407137,0.999988,0.0
62.734928277437575,0.999963,0.0
62.755362497235183,1.00008,0.0
62.775796717025514,1.00001,0.0
62.796231036707468,1.00014,0.0
62.816665156271483,0.999851,0.0
62.837099375712569,0.999855,0.0
62.85753359516093,0.999996,0.0
62.877967814376461,1.00007,0.0
62.898402033584716,0.999988,0.0
62.918836252567417,0.999828,0.0
62.939270471550117,1.00019,0.0
62.959704690409126,1.00015,0.0
62.980138909158995,0.999965,0.0
63.000573027791688,0.99994,0.0
63.021007346302213,1.00029,0.0
63.041441564819252,1.00031,0.0
63.061875683102699,1.00011,0.0
63.082309901263216,1.00021,0.0
63.123178337482386,0.999949,0.0
63.143612555410073,1.00007,0.0
63.164046873229381,1.00005,0.0
63.184481090931513,0.999984,0.0
63.204915208509192,1.00019,0.0
63.225349426094908,1.00002,0.0
63.245783743448555,0.999981,0.0
64.512704416498309,1.00013,1.0
64.533138727209007,1.00013,1.0
64.553572937809804,0.999915,1.0
64.574007048402564,0.999815,1.0
64.59444125877053,0.999998,1.0
64.614875569022843,0.999783,1.0
64.635309679273632,0.999995,1.0
64.655743889285077,0.999824,1.0
64.676178199304559,1.00033,1.0
64.696612409083173,0.999961,1.0
64.717046518868301,0.99995,1.0
64.737480728537776,0.999928,1.0
64.757915037967905,0.999905,1.0
64.778349147403787,1.00007,1.0
64.798783356724016,1.0002,1.0
64.819217665921315,0.999963,1.0
64.839651775007951,0.999795,1.0
64.860085983978934,0.999794,1.0
64.900954401680792,1.00005,1.0
64.921388610302529,0.999866,1.0
64.941822818800574,0.999692,1.0
64.962257027305895,0.999939,1.0
64.982691235578386,0.999879,1.0
65.003125443843601,1.00008,1.0
65.023559551882499,1.00007,1.0
65.043993859922921,1.0,1.0
65.06442806783889,0.999974,1.0
65.12573069078644,0.999945,1.0
65.146164798243262,0.999895,1.0
65.16659900558443,0.999895,1.0
65.187033312802669,0.999904,1.0
65.207467519911006,0.999802,1.0
65.227901626902167,0.999868,1.0
65.248335833894089,0.999954,1.0
65.268770140646666,1.00001,1.0
65.289204247288581,1.0005,1.0
65.309638453807565,0.999982,1.0
65.330072760334588,1.00019,1.0
65.350506866627256,1.00013,1.0
65.370941072920687,0.999839,1.0
65.39137527897401,1.00018,1.0
65.41180948503461,0.999897,1.0
65.452677896682872,1.0001,1.0
65.473112202394987,1.00007,1.0
65.493546307989163,1.00007,1.0
65.51398051346041,1.00004,1.0
65.534414618821756,0.999903,1.0
65.554848923944519,1.00006,1.0
65.595717234085896,1.00023,1.0
65.636585743872274,0.999936,1.0
65.65701994853589,1.00017,1.0
65.677454053082329,0.999847,1.0
65.697888357506599,1.00019,1.0
65.718322561820969,1.00008,1.0
65.738756666134577,0.999996,1.0
65.759190970209602,0.999948,1.0
65.779625174174726,1.00004,1.0
65.820493481864105,1.00038,1.0
65.840927785480744,1.00015,1.0
65.861361889095861,1.0002,1.0
65.881796092588047,1.00011,1.0
65.90223039585544,0.999736,1.0
65.922664499121311,0.999964,1.0
65.943098702147836,1.00027,1.0
65.963532905181637,1.00021,1.0
65.983967208099784,0.99987,1.0
66.004401310776302,1.0005,1.0
66.024835513460857,0.99985,1.0
66.045269716028997,1.00003,1.0
66.065703918473446,1.00017,1.0
66.086138120808755,1.00005,1.0
66.106572323027649,0.999982,1.0
66.127006525122852,1.00009,1.0
66.1474407269925,0.999868,1.0
66.167874928862147,1.00007,1.0
66.188309130608104,0.999895,1.0
66.208743432362098,1.00017,1.0
66.229177533765323,0.999858,1.0
66.249611735162034,1.00019,1.0
66.290480137737177,0.999898,1.0
66.310914338784642,0.999691,1.0
66.331348439722206,0.999955,1.0
66.351782740544877,0.999837,1.0
66.372216941243096,0.999894,1.0
66.392651141948591,1.00019,1.0
66.413085342421255,1.00006,1.0
66.433519542770227,0.999774,1.0
66.453953743010061,1.00015,1.0
66.474387843249133,0.999906,1.0
66.494822143249621,0.999879,1.0
66.515256343140209,1.00008,1.0
66.535690443030035,1.00018,1.0
66.556124742681277,1.00007,1.0
66.576558942339034,0.999932,1.0
66.596993041763199,0.999841,1.0
66.617427241064433,0.999838,1.0
66.637861540373706,0.999953,1.0
66.65829573944211,0.999857,1.0
66.678729838517029,0.999911,1.0
66.719598336203489,1.00016,1.0
66.740032434805471,0.999965,1.0
66.76046663341549,0.999782,1.0
66.780900931786164,0.999929,1.0
66.801335030162591,0.99999,1.0
66.821769228306948,1.00005,1.0
66.842203426451306,0.999865,1.0
66.862637624355557,1.00017,1.0
66.883071822267084,1.00025,1.0
66.90350601994578,0.999875,1.0
66.923940217617201,1.00009,1.0
66.944374415179482,0.999844,1.0
66.964808612508932,0.999911,1.0
66.985242709830345,0.999786,1.0
67.005677006927726,0.999887,1.0
67.026111204024346,1.00013,1.0
67.046545300996513,0.99999,1.0
67.087413794492022,0.999996,1.0
67.107847891114943,1.00015,1.0
67.128282087513071,1.00024,1.0
67.14871638391196,1.00009,1.0
67.169150580069982,0.999936,1.0
67.189584676234517,0.999987,1.0
67.230453168092936,1.00007,1.0
67.250887263908226,0.999975,1.0
67.271321459491446,1.00019,1.0
67.291755755068152,0.99987,1.0
67.332624045768171,1.00022,1.0
67.353058340995631,0.999984,1.0
67.434795020526508,0.999739,1.0
67.475663409590197,1.00003,1.0
67.516531798195501,1.0002,1.0
67.536965992374462,1.00029,1.0
67.557400086327107,0.999834,1.0
67.577834380281274,0.999924,1.0
67.598268573994574,1.0001,1.0
67.618702667714388,1.00024,1.0
67.639136861202132,1.00003,1.0
67.659571154683363,0.999599,1.0
67.680005347938277,0.999787,1.0
67.700439541193191,1.00003,1.0
67.720873734207998,0.999991,1.0
67.741307927113667,0.99992,1.0
67.761742020018573,1.00006,1.0
67.782176212684135,1.00011,1.0
67.802610505357734,1.00004,1.0
67.823044697797741,1.00012,1.0
67.843478790120571,1.00012,1.0
67.863913082437648,1.00004,1.0
67.884347274528409,1.00026,1.0
67.904781466495479,1.00003,1.0
67.925215558352647,1.00014,1.0
67.945649850094924,0.99981,1.0
67.986518133337086,0.999689,1.0
68.006952424730116,0.99997,1.0
68.027386615998694,0.999814,1.0
68.047820707157371,0.999952,1.0
68.068254898200394,0.99996,1.0
68.088689189120487,1.0,1.0
68.109123279929918,0.999933,1.0
68.129557470623695,0.999851,1.0
68.149991761194542,0.999853,1.0
68.170425951655488,1.00003,1.0
68.190860041999258,0.999876,1.0
68.211294232220098,0.999778,1.0
68.23172852233256,1.00012,1.0
68.252162612327083,0.999958,1.0
68.272596802198677,0.99994,1.0
68.293030891843955,1.00019,1.0
68.313465181490756,0.999897,1.0
68.354333460425551,0.999981,1.0
68.37476774960669,0.999886,1.0
68.395201938779792,0.999872,1.0
68.415636127843754,0.999936,1.0
68.436070216674125,1.00005,1.0
68.476938694097043,0.999864,1.0
68.497372782694583,1.00016,1.0
68.517807071053539,0.999916,1.0
68.538241259302595,1.00005,1.0
68.558675347550889,0.999919,1.0
68.579109535567113,1.00025,1.0
68.599543823460408,1.00002,1.0
68.640412099019159,1.00026,1.0
68.660846386570483,0.999907,1.0
68.681280574004631,1.0,1.0
68.701714661321603,1.00004,1.0
68.722148848515644,1.00012,1.0
68.742583135601308,1.00013,1.0
68.763017222561757,0.99979,1.0
68.783451409413829,1.00013,1.0
68.803885696150246,0.999845,1.0
68.84475396914786,0.999812,1.0
68.885622341796989,1.00007,1.0
68.906056527834153,0.999993,1.0
68.926490713871317,1.00022,1.0
68.946924799791304,1.00008,1.0
68.967359085472708,1.00004,1.0
68.987793271160626,0.999894,1.0
69.008227356614952,0.999845,1.0
69.02866164194711,0.999592,1.0
69.049095827285782,0.999696,1.0
69.089964097373013,0.999947,1.0
69.130832566996105,0.999946,1.0
69.151266651635524,1.00013,1.0
69.17170093616005,1.00006,1.0
69.1921351205674,1.00003,1.0
69.212569204850297,1.00026,1.0
69.233003389024816,1.00004,1.0
69.273871756900917,0.999829,1.0
69.29430594072619,1.00004,1.0
69.314740224435809,1.00033,1.0
69.335174307903799,1.00007,1.0
69.355608491379826,1.00021,1.0
69.376042674623022,0.999922,1.0
69.396476857858943,1.00002,1.0
69.416911040869309,1.00001,1.0
69.437345223763259,0.999951,1.0
69.45777950653428,1.00035,1.0
69.498647771855758,0.999992,1.0
69.519081954276771,1.00014,1.0
69.539516136588645,1.00011,1.0
69.559950318784104,0.999893,1.0
69.580384500739456,0.999921,1.0
69.600818682702084,0.999913,1.0
69.621252864548296,1.00009,1.0
69.641687046154402,0.999775,1.0
69.662121227767784,0.999913,1.0
69.682555409148335,0.999962,1.0
69.702989590521611,0.999696,1.0
69.723423771669331,0.999819,1.0
69.743857852816291,0.99978,1.0
69.764292133724666,0.999966,1.0
69.784726314523141,0.999993,1.0
69.846028856212797,0.999918,1.0
69.866463036538335,0.999992,1.0
69.886897116753971,0.999901,1.0
69.907331396854715,1.0001,1.0
69.948199656580982,0.999887,1.0
69.968633936216065,0.999895,1.0
69.989068115843111,0.999671,1.0
70.00950219524384,1.00012,1.0
70.029936374528916,0.999819,1.0
70.050370653814753,0.999908,1.0
70.07080473285896,1.00026,1.0
70.09123891179479,0.999961,1.0
70.111673190607689,0.9998,1.0
70.132107269309927,0.999979,1.0
70.152541447780095,1.00024,1.0
70.172975626250263,0.999871,1.0
70.193409904597502,0.999981,1.0
70.213843982834078,0.999862,1.0
70.234278160838585,1.00004,1.0
70.254712238718639,0.999972,1.0
70.275146516607492,0.999828,1.0
70.295580694262753,1.00001,1.0
70.316014771793562,1.00011,1.0
70.336449049216753,1.00006,1.0
70.397751480777515,0.999924,1.0
70.418185757735046,0.999919,1.0
70.438619934568123,1.00008,1.0
70.459054011174885,1.00009,1.0
70.47948828778317,0.999875,1.0
70.499922464150586,1.00016,1.0
70.520356540408102,0.999976,1.0
70.540790716666379,0.999957,1.0
70.561224992685311,1.00001,1.0
70.581659068593581,1.00018,1.0
70.602093244386197,0.999844,1.0
70.622527520055883,1.00009,1.0
70.642961695615668,0.999893,1.0
70.663395770941861,0.999883,1.0
70.68382994626154,0.99987,1.0
70.704264221356425,0.999902,1.0
70.724698296449787,0.99985,1.0
70.745132471303805,1.00005,1.0
70.765566746049444,0.999879,1.0
70.786000820793561,0.999987,1.0
70.806434995298332,1.00002,1.0
70.826869069693203,1.0002,1.0
70.847303343856765,0.999996,1.0
70.867737518012291,1.00012,1.0
70.888171692058677,1.00013,1.0
70.908605765871471,0.99977,1.0
70.929040039678512,1.00024,1.0
70.949474213259236,1.00004,1.0
70.969908286722784,0.999733,1.0
70.990342560180579,1.00025,1.0
71.010776733412058,1.00004,1.0
71.03121080652636,0.999943,1.0
71.051644979525008,0.999983,1.0
71.072079252284311,0.99983,1.0
71.092513425050129,0.999802,1.0
71.112947497575078,0.999722,1.0
71.133381770108826,0.999363,1.0
71.153815942408983,0.999959,1.0
71.174250014701101,0.999943,1.0
71.194684186768427,1.00012,1.0
71.235552630547318,1.00011,1.0
71.255986702148221,0.999956,1.0
71.276420973750646,1.00019,1.0
71.296855145228619,1.00005,1.0
71.317289216480276,0.999965,1.0
71.337723387732694,1.0001,1.0
71.37859182964894,0.999929,1.0
71.399025900434935,0.999928,1.0
71.419460171098763,1.00002,1.0
71.439894341652689,0.999817,1.0
71.460328412089439,0.999824,1.0
71.480762582286843,0.999962,1.0
71.501196852492285,1.00016,1.0
71.521630922463373,0.999929,1.0
71.542065092311532,1.00002,1.0
71.562499262166966,0.999979,1.0
71.58293343178957,1.00012,1.0
71.62380177056184,1.00011,1.0
71.664670108984865,1.00001,1.0
71.685104277908977,0.999928,1.0
71.705538346715912,0.999892,1.0
71.725972615517094,0.999809,1.0
71.766840852549649,1.00017,1.0
71.78727512088517,1.00001,1.0
71.807709288994374,0.999505,1.0
71.828143357102817,0.999941,1.0
71.848577525088331,0.999916,1.0
71.869011792849051,0.999801,1.0
71.889445960492594,0.999881,1.0
71.930314295423159,0.999969,1.0
71.971182529887301,1.00016,1.0
71.991616696948768,1.0001,1.0
72.012050963778165,0.999958,1.0
72.032485030489624,1.0,1.0
72.052919197194569,0.999868,1.0
72.073353463674721,1.0001,1.0
72.093787530029658,1.00024,1.0
72.114221696276218,1.00015,1.0
72.134655862289947,1.00024,1.0
72.155090028303675,0.999888,1.0
72.195958359858196,1.00013,1.0
72.216392425405502,1.00001,1.0
72.23682669083064,0.999855,1.0
72.257260856145876,1.00014,1.0
72.277694921343937,1.00001,1.0
72.298129186419828,0.999976,1.0
72.318563351269404,0.999986,1.0
72.338997516111704,1.00005,1.0
72.359431580727687,1.00019,1.0
72.379865845228778,0.999906,1.0
72.400300009612693,0.999788,1.0
72.441168338023999,1.00002,1.0
72.461602501934976,0.999856,1.0
72.482036565852468,0.999737,1.0
72.50247072953789,0.999817,1.0
72.522904993107659,0.999952,1.0
72.543339056552213,1.00011,1.0
72.56377321988839,1.00008,1.0
72.584207483101636,1.00012,1.0
72.604641546204221,1.00031,1.0
72.625075709074736,1.00006,1.0
72.645509871945251,1.00014,1.0
72.665944134576421,1.00028,1.0
72.686378197096928,1.00005,1.0
72.706812359501782,1.00034,1.0
72.727246521782945,1.00006,1.0
72.747680683838553,1.00026,1.0
72.788549007709662,1.00006,1.0
72.808983169416024,1.00006,1.0
72.82941733100597,0.999799,1.0
72.849851492472226,1.00003,1.0
72.870285653829342,0.999749,1.0
72.890719815070042,0.999913,1.0
72.911153976070636,1.00008,1.0
72.931588136962091,1.00002,1.0
72.952022397730616,0.999922,1.0
72.972456458388478,1.00024,1.0
72.992890619047103,1.00005,1.0
73.013324679472134,1.00012,1.0
73.033758939658583,1.00001,1.0
73.054193099618715,0.999948,1.0
73.095061419531703,0.999971,1.0
73.115495579259004,1.00006,1.0
73.135929738986306,0.999975,1.0
73.156363798239909,0.999788,1.0
73.176798057735141,0.99984,1.0
73.197232216756674,0.999725,1.0
73.217666275784723,0.99991,1.0
73.238100534814293,0.999954,1.0
73.258534693610272,1.00009,1.0
73.278968752165383,0.999894,1.0
73.319837169052335,1.00031,1.0
73.340271227381891,1.00033,1.0
73.381139543344034,1.00002,1.0
73.401573801202176,0.999878,1.0
